Membrane Name (abbreviation),Block A (x),Block B (1-x),Block A/B ratio,Polymer type,Conductivity Measuring Temperature [oC],Membrane Anion Conductivity [S/cm],Cluster No.,principal component 0_A,principal component 1_A,principal component 2_A,principal component 3_A,principal component 4_A,principal component 5_A,principal component 6_A,principal component 7_A,principal component 8_A,principal component 9_A,principal component 10_A,principal component 11_A,principal component 12_A,principal component 13_A,principal component 14_A,principal component 15_A,principal component 16_A,principal component 17_A,principal component 18_A,principal component 19_A,principal component 20_A,principal component 21_A,principal component 22_A,principal component 23_A,principal component 24_A,principal component 25_A,principal component 26_A,principal component 27_A,principal component 28_A,principal component 29_A,principal component 30_A,principal component 31_A,principal component 0_B,principal component 1_B,principal component 2_B,principal component 3_B,principal component 4_B,principal component 5_B,principal component 6_B,principal component 7_B,principal component 8_B,principal component 9_B,principal component 10_B,principal component 11_B,principal component 12_B,principal component 13_B,principal component 14_B,principal component 15_B,principal component 16_B,principal component 17_B,principal component 18_B,principal component 19_B,principal component 20_B,principal component 21_B,principal component 22_B,principal component 23_B,principal component 24_B,principal component 25_B,principal component 26_B,principal component 27_B,principal component 28_B,principal component 29_B,principal component 30_B,principal component 31_B
PAES-Q-75,0.33,0.67,0.493,1,80,0.0473,6,15.06026355,-3.105311392,0.806203427,-7.837773721,-10.29777247,0.742811693,-3.408611997,-1.453575057,2.289832702,-4.445586101,3.284484593,-1.386318784,0.001736338,2.35376827,0.219585779,-0.441247746,1.868916421,-2.77069457,-1.151336433,-3.365831094,2.202001381,-0.5857653,1.923464244,1.257773894,0.484233212,0.604632189,1.161715963,0.862262464,-0.982146313,-0.218362709,-1.409192379,-2.852399434,24.76738351,16.53912188,-0.454383337,2.157633787,-0.883909982,-4.672805047,-1.216920723,2.161118413,-2.942591362,2.792869703,3.934271335,-1.397632073,-4.70371854,-1.230776755,-0.397924348,1.881937702,-2.007413218,-2.957220426,1.454507304,-0.429766785,0.092780251,-4.00241129,-3.366163427,1.186606309,-1.592041151,-3.044281236,-0.060161206,2.084503749,0.785436863,-1.32219934,1.632141989,0.445191837
MPAES-Q-1,0.06,0.94,0.064,1,80,0.0456,6,6.279213201,-2.669837582,13.08601303,-9.52183726,-2.649893254,4.478380509,-3.621800598,0.726356029,4.371158169,-1.206689419,-2.691342515,-1.083246352,0.181614048,-0.504512175,-0.458356136,-2.53705337,2.63587482,0.088217586,0.580167477,1.59521698,0.46596101,1.984974741,-1.718947623,0.073082458,-1.99850736,-1.464106308,0.253107632,-0.145541222,0.757126452,1.234130153,-1.858264173,0.535992469,14.51663357,11.43525971,-5.272010583,8.004596652,0.078504821,-0.866577131,-1.040221247,0.235416881,-6.401348257,5.074561083,0.495906145,-4.805421225,-4.218682334,0.151260205,-4.164002416,-0.335330792,0.010507906,-1.762363576,0.693944333,0.672160442,0.111836971,-1.335136582,-1.897268095,-0.567679276,-0.324830092,-2.907374478,0.333138147,2.806449029,-1.332735978,-1.010786329,-0.889458663,0.576854351
MPAES-Q-2,0.36,0.64,0.563,1,80,0.0281,6,6.279213201,-2.669837582,13.08601303,-9.52183726,-2.649893254,4.478380509,-3.621800598,0.726356029,4.371158169,-1.206689419,-2.691342515,-1.083246352,0.181614048,-0.504512175,-0.458356136,-2.53705337,2.63587482,0.088217586,0.580167477,1.59521698,0.46596101,1.984974741,-1.718947623,0.073082458,-1.99850736,-1.464106308,0.253107632,-0.145541222,0.757126452,1.234130153,-1.858264173,0.535992469,14.51663357,11.43525971,-5.272010583,8.004596652,0.078504821,-0.866577131,-1.040221247,0.235416881,-6.401348257,5.074561083,0.495906145,-4.805421225,-4.218682334,0.151260205,-4.164002416,-0.335330792,0.010507906,-1.762363576,0.693944333,0.672160442,0.111836971,-1.335136582,-1.897268095,-0.567679276,-0.324830092,-2.907374478,0.333138147,2.806449029,-1.332735978,-1.010786329,-0.889458663,0.576854351
QPE-TMA-X5Y9,0.643,0.357,1.801,1,80,0.06267,1,20.45797535,-36.5430477,23.06339846,31.5367623,-10.17706107,9.7585988,-1.13228677,5.136288268,-4.218487625,-3.05957836,0.249280668,-2.540449409,-0.926933627,-1.180757662,-0.575632515,-0.225617125,1.988995517,-0.743553306,2.874439268,2.657721574,-0.376753812,0.894430771,-1.409305331,2.1767136,-1.302301715,-0.089285751,0.207285025,-0.495883032,1.637647759,-2.521216642,0.054207981,-0.586444048,33.13151442,-27.41641888,6.241643083,5.300658024,-3.559141476,7.653080352,5.37546919,-1.696353076,14.45539996,3.955637942,1.731328734,-6.530347397,-7.140337226,-4.416886564,3.370137843,0.037291799,2.038142282,-0.304759386,0.47043674,0.255056726,0.863178325,0.091728803,0.200798323,0.520753584,-0.532364401,-0.02794832,0.212699817,-0.005612745,0.083701367,0.121440815,-0.15656619,0.063468068
QPE-TMA-X5Y3,0.375,0.625,0.6,1,80,0.01414,1,20.45797535,-36.5430477,23.06339846,31.5367623,-10.17706107,9.7585988,-1.13228677,5.136288268,-4.218487625,-3.05957836,0.249280668,-2.540449409,-0.926933627,-1.180757662,-0.575632515,-0.225617125,1.988995517,-0.743553306,2.874439268,2.657721574,-0.376753812,0.894430771,-1.409305331,2.1767136,-1.302301715,-0.089285751,0.207285025,-0.495883032,1.637647759,-2.521216642,0.054207981,-0.586444048,33.13151442,-27.41641888,6.241643083,5.300658024,-3.559141476,7.653080352,5.37546919,-1.696353076,14.45539996,3.955637942,1.731328734,-6.530347397,-7.140337226,-4.416886564,3.370137843,0.037291799,2.038142282,-0.304759386,0.47043674,0.255056726,0.863178325,0.091728803,0.200798323,0.520753584,-0.532364401,-0.02794832,0.212699817,-0.005612745,0.083701367,0.121440815,-0.15656619,0.063468068
QPE-MIm-X5Y9,0.643,0.357,1.801,1,80,0.02079,1,25.37949853,-41.99555247,9.855994363,29.79315908,-3.555260582,-1.768471984,0.068949967,3.136405106,-4.396492969,-5.981302012,0.734078064,-0.833583335,0.024867046,-3.058367416,-1.539629616,1.581686913,-1.095686878,1.864418665,-0.554406755,0.762620266,-0.861329272,2.001887617,1.725483753,1.060173862,-0.276958659,0.129421113,1.232201797,-2.479153824,1.431395203,0.716781422,0.080558921,0.612239169,33.13151442,-27.41641888,6.241643083,5.300658024,-3.559141476,7.653080352,5.37546919,-1.696353076,14.45539996,3.955637942,1.731328734,-6.530347397,-7.140337226,-4.416886564,3.370137843,0.037291799,2.038142282,-0.304759386,0.47043674,0.255056726,0.863178325,0.091728803,0.200798323,0.520753584,-0.532364401,-0.02794832,0.212699817,-0.005612745,0.083701367,0.121440815,-0.15656619,0.063468068
QPE-DMIm-X5Y3,0.375,0.625,0.6,1,80,0.02036,1,26.35283658,-39.42766988,3.979130805,29.07095845,-3.40156742,-3.566921314,2.700701322,9.172369337,-5.918073597,-3.039384601,-2.680820712,-0.340514011,1.047406551,-3.312386687,-5.395327429,1.184008732,0.15811286,1.824641231,0.577280369,-1.51035713,-2.849024115,0.743879604,0.127367684,0.858621267,-0.033337263,1.09643761,0.309380495,-1.973798579,0.266208513,1.204016058,-0.101930517,1.113947578,33.13151442,-27.41641888,6.241643083,5.300658024,-3.559141476,7.653080352,5.37546919,-1.696353076,14.45539996,3.955637942,1.731328734,-6.530347397,-7.140337226,-4.416886564,3.370137843,0.037291799,2.038142282,-0.304759386,0.47043674,0.255056726,0.863178325,0.091728803,0.200798323,0.520753584,-0.532364401,-0.02794832,0.212699817,-0.005612745,0.083701367,0.121440815,-0.15656619,0.063468068
QPE-BDMA-X5Y3,0.375,0.625,0.6,1,80,0.00709,1,22.15927813,-30.10160771,12.6997553,34.76983694,-10.48188207,9.956079093,-0.931067212,4.281230538,-9.008561424,-2.809577971,-2.884155962,-2.808937603,2.158690116,0.64332494,-2.05471134,1.771502958,2.936698784,-1.740606734,3.665290609,0.737140407,-0.607075878,-0.754224026,-2.56427441,-0.09174517,0.061644416,-1.321155148,0.192912271,0.612042268,-0.860760458,-1.212714471,0.444436258,-2.923625569,33.13151442,-27.41641888,6.241643083,5.300658024,-3.559141476,7.653080352,5.37546919,-1.696353076,14.45539996,3.955637942,1.731328734,-6.530347397,-7.140337226,-4.416886564,3.370137843,0.037291799,2.038142282,-0.304759386,0.47043674,0.255056726,0.863178325,0.091728803,0.200798323,0.520753584,-0.532364401,-0.02794832,0.212699817,-0.005612745,0.083701367,0.121440815,-0.15656619,0.063468068
QPE-PYR-X5Y3,0.375,0.625,0.6,1,80,0.00126,1,24.21270284,-43.42394822,6.57237481,30.08157088,-4.186932509,3.043893802,1.856823868,1.276017747,-2.956667129,-8.092663776,-0.081171622,1.397834918,-0.956723794,-4.512344734,-0.486143081,1.927255753,-1.876724193,2.132773926,1.220101573,-2.279295332,-2.6009585,1.878280494,1.022504525,1.735725801,-0.106217643,-0.084655041,0.906196738,-2.7396215,0.754239703,-0.890882674,-0.821575858,0.476444726,33.13151442,-27.41641888,6.241643083,5.300658024,-3.559141476,7.653080352,5.37546919,-1.696353076,14.45539996,3.955637942,1.731328734,-6.530347397,-7.140337226,-4.416886564,3.370137843,0.037291799,2.038142282,-0.304759386,0.47043674,0.255056726,0.863178325,0.091728803,0.200798323,0.520753584,-0.532364401,-0.02794832,0.212699817,-0.005612745,0.083701367,0.121440815,-0.15656619,0.063468068
QBMPAE-a (DBM 0.8),0.8,0.2,4,1,80,0.0121,6,11.59731712,-7.475649121,3.953567085,-11.95008106,-0.530297937,3.209612283,-3.545996794,-3.04591642,1.590935843,-2.259543123,-2.654920184,4.043171155,4.593762989,-1.248816069,-2.988677356,-0.947300388,-0.384035786,1.925347589,-0.027878523,2.554610653,-3.232794059,0.265788076,-0.89861416,-0.647267351,1.321906985,-2.721415221,1.398364939,-0.624949513,-0.097503956,1.15664917,-1.742630176,-0.577844142,19.04058347,11.49760317,-7.956790533,2.50997637,-1.064722454,-2.747166889,1.51584982,-4.572368435,2.347309591,0.212852894,-4.136606386,0.262937544,0.489494539,2.651839303,-1.312107477,-1.489004716,0.536535451,-0.514198016,-0.43051323,0.319660278,0.163967367,0.456065897,1.451809289,0.427258325,-0.065977538,-1.194874963,-0.877493578,-0.384470435,-0.657145571,-1.684966679,-1.929110555,0.721905155
QBMPAE-a (DBM 1.21),0.174,0.826,0.211,1,80,0.0234,6,13.69803905,-2.717607446,10.82124285,-10.51734875,-1.863291027,4.908966092,-3.370378225,-1.685143012,2.523894245,-0.576600101,-0.890119285,4.396923107,2.175798318,-1.846206764,-1.030072487,-1.901905671,-0.269993801,2.080908312,-0.426565144,4.159048991,-3.507387125,-1.054292419,-3.027234076,-0.575513798,0.228293063,-2.079472063,1.36837005,0.037462559,-1.031101356,1.3699174,-2.303617806,0.984161214,24.77197242,16.45068573,-4.88411617,9.650251614,-2.585544167,-0.060340843,0.381409901,-2.708775255,-2.902710981,5.050469542,-1.464081422,-1.601408463,-1.59931213,2.121438737,-4.609207293,-0.910094487,0.552015319,-2.170279883,3.142476149,0.991198153,-1.39036686,-0.450768413,1.29464923,0.817347656,0.2772612,-3.242923881,-0.380050926,3.549960727,-2.564901986,-2.162678546,-2.145579684,-0.28231651
QBMPAE-b (DBM 0.77),0.77,0.23,3.348,1,80,0.014,6,7.950630196,-6.085321096,3.410837604,-9.285080556,0.015955822,3.267433161,1.255195377,-5.774587679,-2.793366976,-2.479926183,0.91951688,6.494095747,1.788270157,-4.383434116,-3.206624604,1.429347318,-1.100849909,2.927227256,-0.022175273,2.848502234,-2.295257242,-1.161554189,-0.800736808,-0.560768942,0.289705716,-0.041357951,-0.592845,-0.263777317,1.711129093,-0.381834839,-0.734321814,-1.036447779,15.66022811,12.69138411,-6.757864048,1.196942836,-4.714741206,0.973311063,1.272099816,-1.773618413,5.334131326,2.022769987,-2.941801319,3.166629785,0.191157365,2.131647221,-1.485219361,-4.596961803,-1.14900886,-1.271131742,0.833389515,-2.181967925,0.465747076,0.236911386,1.534480018,-0.309460243,1.04444003,-1.614762999,-3.168419206,-0.892809619,1.007904761,-1.858938219,-2.601702358,0.580764852
QBMPAE-b (DBM 1.36),0.265,0.735,0.361,1,80,0.0398,6,10.14900025,-1.397456881,10.45652603,-7.976440254,-1.43868565,4.794910728,1.298863887,-4.204626318,-1.557257008,-0.688814916,2.672817705,6.696785121,-0.739901388,-4.793041176,-1.204519132,0.499688821,-0.940040706,2.962031209,-0.484504749,4.334360386,-2.536834239,-2.388726805,-2.948202286,-0.351894179,-0.779353874,0.601368597,-0.440017675,0.373454985,0.738721728,-0.060410875,-1.40308144,0.596842423,21.44639437,17.58316272,-3.588037625,8.484394193,-5.952447278,3.423811102,-0.014803906,0.198617867,-0.159976331,6.925613569,0.023663347,1.205959189,-1.851119606,1.573113635,-4.660775957,-3.926259056,-1.000875793,-2.948165068,4.247172354,-1.698150353,-1.055370443,-0.597851481,1.280668197,0.146025045,1.316705508,-3.690936646,-2.696986194,3.036282859,-0.864741885,-2.180466314,-2.849335569,-0.417267223
QBMPAE-c (DBM 0.8),0.8,0.2,4,1,80,0.0055,6,13.54477355,-5.528403069,2.333633486,-8.222324011,1.152525081,5.053534827,1.106006814,-6.787440936,-2.069728158,-3.517264196,1.759487652,8.655412152,2.035435401,-3.58645271,-3.551057139,2.736037408,-0.316962773,3.240035449,-0.362870466,2.53392823,-3.099841078,-0.38103973,-1.166952947,-0.737257263,-0.12122761,-0.00320688,-0.795062977,0.487530237,2.036503919,-1.08184609,0.160846392,-1.113180507,24.83465754,16.21240297,-6.184952758,2.501185108,-6.28086699,0.16438945,0.767744961,-2.44386649,7.305005984,0.475324477,-2.834252914,5.784749238,2.079176177,0.56540536,-0.078598846,-5.333692248,-0.754476436,-0.921695465,1.139478457,-3.145407013,0.91726436,0.884459086,0.39635533,-1.44172478,1.067288741,-1.219229853,-4.976562486,-2.397740146,1.983132255,-1.435142962,-2.99754636,0.374738626
QBMPAE-c (DBM 1.42),0.296,0.704,0.42,1,80,0.0254,6,15.7754362,-0.992055512,9.228252847,-7.090299268,-0.090399047,6.668744959,1.15352182,-5.381774339,-0.938122697,-1.885442636,3.388236892,8.961618373,-0.377999636,-4.073549249,-1.678698142,1.546435728,-0.092852121,3.397259742,-0.788362801,4.20394244,-3.507164555,-1.6371632,-3.165294,-0.542207496,-1.042486437,0.583423638,-0.790327349,1.116975804,0.982218765,-0.724990918,-0.483330332,0.505989402,30.68370159,21.12832081,-3.325795834,9.596698716,-7.692229795,2.68575369,-0.438822092,-0.769259065,2.061319875,5.262114092,-0.098000556,4.096433649,0.031442752,0.016245171,-3.296506871,-4.637052215,-0.442494418,-2.59490976,4.746347419,-2.374538197,-0.705835438,0.001637055,0.213738381,-0.996223718,1.382340746,-3.307128161,-4.303597938,1.582687843,-0.030104619,-1.728371866,-3.260914111,-0.814842262
QBMPAE-d (DBM 0.83),0.83,0.17,4.882,1,80,0.0215,6,40.70836975,7.405265557,6.583321584,-8.411724758,4.624981598,9.97800603,-3.245713978,-4.4713718,0.999191193,-4.287490933,0.699843664,11.75074317,4.735441118,-2.723458074,-6.197085249,-2.06870268,-1.173136504,6.018877857,-1.070929039,5.266460374,-8.360928968,-0.61993845,-3.526720626,-1.226064603,4.93793265,-1.419574875,-1.396984632,1.15643778,-0.496330149,-3.553242102,-1.432763378,0.506906433,65.25653089,37.28470908,-7.103446123,18.33045279,-12.29760394,-1.939775704,2.44235339,-13.64294352,12.05391519,-6.323021671,-3.464328541,14.63216364,5.202372544,1.315388051,3.06962587,-3.819999154,6.804140722,-1.459781878,-4.157523462,-1.477812334,-1.497145467,0.950698208,-1.734066672,-0.167207624,-4.795489349,6.563156082,0.379582592,-3.136225936,2.140506525,1.556864183,1.79089093,2.218129862
QBMPAE-d (DBM 1.38),0.275,0.725,0.379,1,80,0.0466,6,46.3291282,14.7164291,14.92712713,-6.874933929,1.91676616,11.54946589,-3.504141358,-2.760246972,0.893410432,-1.320831718,3.382863896,12.14864598,1.776709553,-3.733692743,-3.695978494,-4.872755687,-1.411509873,6.892782078,-1.503934131,7.897755695,-9.449313947,-2.263715011,-5.27129488,-1.406985911,4.61558715,0.156195412,-2.310724456,1.969530795,-1.731282451,-2.384485549,-1.291579729,3.093716673,77.45599712,46.97260144,-2.914555983,30.6025757,-15.80019748,2.708180962,1.042037422,-10.76516084,4.497069852,1.193654706,1.494182767,14.02707932,1.813314243,-0.184734157,-2.323549225,-1.822122335,8.085291038,-4.914985515,3.460233526,1.993802537,-5.355395575,0.055958658,-2.752385113,1.43127103,-3.580842972,3.620385048,3.534943056,3.100711173,-1.071357361,1.283818906,1.853682491,-0.844841412
BTMA40,0.4,0.6,0.667,1,80,0.044,7,-27.01161495,0.519984173,28.48615061,-4.508366577,12.56983784,0.168274803,2.920921273,2.352459332,3.056654383,-1.943076717,-1.250982921,0.442058081,-1.3087468,0.424048892,-1.080928836,2.640863654,-0.629272574,-0.870523154,1.340787367,-1.890405038,0.74302203,-0.966885873,0.684498432,0.530936422,0.720780822,0.359394051,1.728403973,0.606683116,-0.100485831,-0.426640968,0.368867864,0.058519091,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
S60NC6,0.6,0.4,1.5,1,80,0.0944,3,-21.61167203,2.718346282,10.71359002,0.347199259,3.831231138,-0.804332789,3.439922105,-2.077113405,-0.012030949,-0.160063539,-3.694199791,0.566267871,0.481648582,-2.363958729,0.741762721,-0.177634596,-0.747655401,-0.218467564,2.155506514,0.8581308,-0.910709871,-1.567117839,-0.352480871,-1.392388352,-0.758182201,-0.837318679,-2.03444937,-1.276606538,-0.754514438,2.120205146,-2.134016982,-0.759006707,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
D30NC6NC6,0.3,0.7,0.429,1,80,0.156,3,-15.54660795,10.28251125,7.548326829,4.464975663,-1.691513787,0.254040432,2.300794076,-1.663346471,0.979738181,0.503430529,-3.207352569,0.631170092,0.650497205,-1.962420488,0.588395692,1.055685736,0.267316881,-0.037119161,-0.273685989,-0.464025095,-1.034024871,0.941173448,-2.023502698,-1.11057031,-3.26070157,0.057350212,-3.277844929,-0.560183858,-0.851816056,1.622332733,-0.122085795,1.306626635,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
T20NC6NC5N,0.2,0.8,0.25,1,80,0.1752,3,-13.09239171,13.38265047,11.1940221,4.485633593,-4.122569547,-0.831897447,0.548065245,0.486638872,0.934461297,1.207157921,0.071999363,1.000056812,0.158075881,0.199201058,0.337016796,1.415479866,0.369021826,-0.10201662,-2.64100962,-0.40064959,-2.036745913,1.301573096,-2.477473697,1.12151196,-3.304586277,0.598545029,-3.254457769,-0.665688651,-1.178316022,1.568535662,0.549772083,2.484696424,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
AI-PES-2,0.5,0.5,1,1,80,0.075,1,13.24264394,-6.383948096,-8.366739153,-7.036699268,-0.586215045,-4.663729298,-3.632861812,0.363940524,3.408304401,-0.626620769,-4.778462051,-2.34030798,-0.045885985,0.223064934,-2.727426957,-1.176814532,1.80964454,-0.241836626,-0.510500307,-2.545382758,-0.397276702,0.064364966,0.699376179,0.042106856,-0.203708764,-0.559188464,1.146258118,-2.522419746,-1.496404987,-0.419259984,-0.260275423,-0.201955286,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
AI-PES-6,0.5,0.5,1,1,80,0.11,1,16.28669196,0.225268064,-8.349917528,-2.032051928,-0.524273302,-1.724220236,-2.251664964,-2.633753006,3.084161195,-1.134353358,-6.350710889,-2.743430605,1.766661958,-0.682660897,-1.099013874,-1.041085689,2.886290982,-1.042731549,0.965053041,-2.437869585,0.472389434,-1.687699687,-0.583702093,-1.005393395,0.214428344,-1.291739077,1.83266822,-1.203028184,-2.52814481,-0.853633965,-0.665280131,-0.885413512,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
AI-PES-12,0.5,0.5,1,1,80,0.14,1,21.2104985,10.18524607,-9.035267464,5.475594358,0.451582318,2.35362979,-0.377639305,-4.951243307,3.446139493,-3.884661285,-6.880191208,-2.430224146,4.31686789,-0.102845962,-1.259980893,-0.020275247,4.222974502,-1.813516999,1.094476834,-4.060946406,-0.393782551,-1.953572343,-1.961505285,-1.578223745,-0.429608936,-1.31188647,3.68691872,1.013864024,-3.988665631,-1.319647484,0.295782375,-1.170630209,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
AI-PES-16,0.5,0.5,1,1,80,0.12,1,25.1923175,16.78813826,-9.359004952,9.831043043,1.111254342,4.537980527,0.822037219,-6.435159509,4.221670915,-5.496264596,-7.318090876,-2.605783467,5.018432478,0.257631246,-1.823464846,0.032738416,4.556393287,-2.217551921,1.600035381,-5.155584605,-1.466197357,-1.757402046,-2.0742349,-1.282005873,-0.338733232,-0.583130638,5.189009737,2.386965201,-4.57795138,-2.020064439,1.271136087,-1.004462472,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
